year,age,sex,industry,numberOfWorkers,,,,,,,,,,,,,,,
2019,30-34,male,Professional Services,11900,,,,,,,,,,,,,,,
2018,30-34,male,Professional Services,13000,,,,,,,,,,,,,,,
2017,30-34,male,Professional Services,10200,,,,,,,,,,,,,,,
2016,30-34,male,Professional Services,11700,,,,,,,,,,,,,,,
2015,30-34,male,Professional Services,12600,,,,,,,,,,,,,,,
2014,30-34,male,Professional Services,11500,,,,,,,,,,,,,,,
2013,30-34,male,Professional Services,9100,,,,,,,,,,,,,,,
2012,30-34,male,Professional Services,9600,,,,,,,,,,,,,,,
2011,30-34,male,Professional Services,9200,,,,,,,,,,,,,,,
2010,30-34,male,Professional Services,8500,,,,,,,,,,,,,,,
2009,30-34,male,Professional Services,9800,,,,,,,,,,,,,,,
2008,30-34,male,Professional Services,9500,,,,,,,,,,,,,,,
2007,30-34,male,Professional Services,8600,,,,,,,,,,,,,,,
2006,30-34,male,Professional Services,8700,,,,,,,,,,,,,,,
2005,30-34,male,Professional Services,8900,,,,,,,,,,,,,,,
2004,30-34,male,Professional Services,6600,,,,,,,,,,,,,,,
2003,30-34,male,Professional Services,5600,,,,,,,,,,,,,,,
2002,30-34,male,Professional Services,5600,,,,,,,,,,,,,,,
2001,30-34,male,Professional Services,5400,,,,,,,,,,,,,,,
2000,30-34,male,Professional Services,7000,,,,,,,,,,,,,,,
2021,35-39,male,Professional Services,14100,,,,,,,,,,,,,,,
2020,35-39,male,Professional Services,13000,,,,,,,,,,,,,,,
2019,35-39,male,Professional Services,12900,,,,,,,,,,,,,,,
2018,35-39,male,Professional Services,12900,,,,,,,,,,,,,,,
2017,35-39,male,Professional Services,11300,,,,,,,,,,,,,,,
2016,35-39,male,Professional Services,11300,,,,,,,,,,,,,,,
2015,35-39,male,Professional Services,12900,,,,,,,,,,,,,,,
2014,35-39,male,Professional Services,10800,,,,,,,,,,,,,,,
2013,35-39,male,Professional Services,11100,,,,,,,,,,,,,,,
2012,35-39,male,Professional Services,11800,,,,,,,,,,,,,,,
2011,35-39,male,Professional Services,10300,,,,,,,,,,,,,,,
2010,35-39,male,Professional Services,10200,,,,,,,,,,,,,,,
2009,35-39,male,Professional Services,10000,,,,,,,,,,,,,,,
2008,35-39,male,Professional Services,10000,,,,,,,,,,,,,,,
2007,35-39,male,Professional Services,8900,,,,,,,,,,,,,,,
2006,35-39,male,Professional Services,9600,,,,,,,,,,,,,,,
2005,35-39,male,Professional Services,8800,,,,,,,,,,,,,,,
2004,35-39,male,Professional Services,6200,,,,,,,,,,,,,,,
2003,35-39,male,Professional Services,6200,,,,,,,,,,,,,,,
2002,35-39,male,Professional Services,5500,,,,,,,,,,,,,,,
2001,35-39,male,Professional Services,4700,,,,,,,,,,,,,,,
2000,35-39,male,Professional Services,6800,,,,,,,,,,,,,,,
2021,40-44,male,Professional Services,13100,,,,,,,,,,,,,,,
2020,40-44,male,Professional Services,13500,,,,,,,,,,,,,,,
2019,40-44,male,Professional Services,12300,,,,,,,,,,,,,,,
2018,40-44,male,Professional Services,11000,,,,,,,,,,,,,,,
2017,40-44,male,Professional Services,14000,,,,,,,,,,,,,,,
2016,40-44,male,Professional Services,12300,,,,,,,,,,,,,,,
2015,40-44,male,Professional Services,12600,,,,,,,,,,,,,,,
2014,40-44,male,Professional Services,11000,,,,,,,,,,,,,,,
2013,40-44,male,Professional Services,11300,,,,,,,,,,,,,,,
2012,40-44,male,Professional Services,10600,,,,,,,,,,,,,,,
2011,40-44,male,Professional Services,11100,,,,,,,,,,,,,,,
2010,40-44,male,Professional Services,7700,,,,,,,,,,,,,,,
2009,40-44,male,Professional Services,9300,,,,,,,,,,,,,,,
2008,40-44,male,Professional Services,9100,,,,,,,,,,,,,,,
2007,40-44,male,Professional Services,8200,,,,,,,,,,,,,,,
2006,40-44,male,Professional Services,7800,,,,,,,,,,,,,,,
2005,40-44,male,Professional Services,8000,,,,,,,,,,,,,,,
2004,40-44,male,Professional Services,5900,,,,,,,,,,,,,,,
2003,40-44,male,Professional Services,5000,,,,,,,,,,,,,,,
2002,40-44,male,Professional Services,4100,,,,,,,,,,,,,,,
2001,40-44,male,Professional Services,4200,,,,,,,,,,,,,,,
2000,40-44,male,Professional Services,5300,,,,,,,,,,,,,,,
2021,45-49,male,Professional Services,12300,,,,,,,,,,,,,,,
2020,45-49,male,Professional Services,12100,,,,,,,,,,,,,,,
2019,45-49,male,Professional Services,13000,,,,,,,,,,,,,,,
2018,45-49,male,Professional Services,11100,,,,,,,,,,,,,,,
2017,45-49,male,Professional Services,13300,,,,,,,,,,,,,,,
2016,45-49,male,Professional Services,10300,,,,,,,,,,,,,,,
2015,45-49,male,Professional Services,10400,,,,,,,,,,,,,,,
2014,45-49,male,Professional Services,10800,,,,,,,,,,,,,,,
2013,45-49,male,Professional Services,11200,,,,,,,,,,,,,,,
2012,45-49,male,Professional Services,9300,,,,,,,,,,,,,,,
2011,45-49,male,Professional Services,9200,,,,,,,,,,,,,,,
2010,45-49,male,Professional Services,7700,,,,,,,,,,,,,,,
2009,45-49,male,Professional Services,7400,,,,,,,,,,,,,,,
2008,45-49,male,Professional Services,6500,,,,,,,,,,,,,,,
2007,45-49,male,Professional Services,5800,,,,,,,,,,,,,,,
2006,45-49,male,Professional Services,5800,,,,,,,,,,,,,,,
2005,45-49,male,Professional Services,6000,,,,,,,,,,,,,,,
2004,45-49,male,Professional Services,4100,,,,,,,,,,,,,,,
2003,45-49,male,Professional Services,3900,,,,,,,,,,,,,,,
2002,45-49,male,Professional Services,4100,,,,,,,,,,,,,,,
2001,45-49,male,Professional Services,3300,,,,,,,,,,,,,,,
2000,45-49,male,Professional Services,4000,,,,,,,,,,,,,,,
2021,50-54,male,Professional Services,9500,,,,,,,,,,,,,,,
2020,50-54,male,Professional Services,10400,,,,,,,,,,,,,,,
2019,50-54,male,Professional Services,9800,,,,,,,,,,,,,,,
2018,50-54,male,Professional Services,11100,,,,,,,,,,,,,,,
2017,50-54,male,Professional Services,9800,,,,,,,,,,,,,,,
2016,50-54,male,Professional Services,9700,,,,,,,,,,,,,,,
2015,50-54,male,Professional Services,9900,,,,,,,,,,,,,,,
2014,50-54,male,Professional Services,9300,,,,,,,,,,,,,,,
2013,50-54,male,Professional Services,8300,,,,,,,,,,,,,,,
2012,50-54,male,Professional Services,6700,,,,,,,,,,,,,,,
2011,50-54,male,Professional Services,5800,,,,,,,,,,,,,,,
2010,50-54,male,Professional Services,6100,,,,,,,,,,,,,,,
2009,50-54,male,Professional Services,5500,,,,,,,,,,,,,,,
2008,50-54,male,Professional Services,5500,,,,,,,,,,,,,,,
2007,50-54,male,Professional Services,4200,,,,,,,,,,,,,,,
2006,50-54,male,Professional Services,5000,,,,,,,,,,,,,,,
2005,50-54,male,Professional Services,4200,,,,,,,,,,,,,,,
2004,50-54,male,Professional Services,3800,,,,,,,,,,,,,,,
2003,50-54,male,Professional Services,2800,,,,,,,,,,,,,,,
2002,50-54,male,Professional Services,2100,,,,,,,,,,,,,,,
2001,50-54,male,Professional Services,2200,,,,,,,,,,,,,,,
2000,50-54,male,Professional Services,2700,,,,,,,,,,,,,,,
2021,55-59,male,Professional Services,9500,,,,,,,,,,,,,,,
2020,55-59,male,Professional Services,9300,,,,,,,,,,,,,,,
2019,55-59,male,Professional Services,8600,,,,,,,,,,,,,,,
2018,55-59,male,Professional Services,8300,,,,,,,,,,,,,,,
2017,55-59,male,Professional Services,6800,,,,,,,,,,,,,,,
2016,55-59,male,Professional Services,7000,,,,,,,,,,,,,,,
2015,55-59,male,Professional Services,7300,,,,,,,,,,,,,,,
2014,55-59,male,Professional Services,6200,,,,,,,,,,,,,,,
2013,55-59,male,Professional Services,5900,,,,,,,,,,,,,,,
2012,55-59,male,Professional Services,5400,,,,,,,,,,,,,,,
2011,55-59,male,Professional Services,4300,,,,,,,,,,,,,,,
2010,55-59,male,Professional Services,4200,,,,,,,,,,,,,,,
2009,55-59,male,Professional Services,2900,,,,,,,,,,,,,,,
2008,55-59,male,Professional Services,3900,,,,,,,,,,,,,,,
2007,55-59,male,Professional Services,2900,,,,,,,,,,,,,,,
2006,55-59,male,Professional Services,2500,,,,,,,,,,,,,,,
2005,55-59,male,Professional Services,2400,,,,,,,,,,,,,,,
2004,55-59,male,Professional Services,1900,,,,,,,,,,,,,,,
2003,55-59,male,Professional Services,1500,,,,,,,,,,,,,,,
2002,55-59,male,Professional Services,1200,,,,,,,,,,,,,,,
2001,55-59,male,Professional Services,1100,,,,,,,,,,,,,,,
2000,55-59,male,Professional Services,1300,,,,,,,,,,,,,,,
2021,60-64,male,Professional Services,6900,,,,,,,,,,,,,,,
2020,60-64,male,Professional Services,5400,,,,,,,,,,,,,,,
2019,60-64,male,Professional Services,4900,,,,,,,,,,,,,,,
2018,60-64,male,Professional Services,4600,,,,,,,,,,,,,,,
2017,60-64,male,Professional Services,4600,,,,,,,,,,,,,,,
2016,60-64,male,Professional Services,4500,,,,,,,,,,,,,,,
2015,60-64,male,Professional Services,4700,,,,,,,,,,,,,,,
2014,60-64,male,Professional Services,4400,,,,,,,,,,,,,,,
2013,60-64,male,Professional Services,4200,,,,,,,,,,,,,,,
2012,60-64,male,Professional Services,3900,,,,,,,,,,,,,,,
2011,60-64,male,Professional Services,2800,,,,,,,,,,,,,,,
2010,60-64,male,Professional Services,1800,,,,,,,,,,,,,,,
2009,60-64,male,Professional Services,1600,,,,,,,,,,,,,,,
2008,60-64,male,Professional Services,1300,,,,,,,,,,,,,,,
2007,60-64,male,Professional Services,1000,,,,,,,,,,,,,,,
2006,60-64,male,Professional Services,1300,,,,,,,,,,,,,,,
2005,60-64,male,Professional Services,1200,,,,,,,,,,,,,,,
2004,60-64,male,Professional Services,800,,,,,,,,,,,,,,,
2003,60-64,male,Professional Services,1000,,,,,,,,,,,,,,,
2002,60-64,male,Professional Services,1000,,,,,,,,,,,,,,,
2001,60-64,male,Professional Services,1100,,,,,,,,,,,,,,,
2000,60-64,male,Professional Services,800,,,,,,,,,,,,,,,
2021,65 and older,male,Professional Services,6200,,,,,,,,,,,,,,,
2020,65 and older,male,Professional Services,5900,,,,,,,,,,,,,,,
2019,65 and older,male,Professional Services,5400,,,,,,,,,,,,,,,
2018,65 and older,male,Professional Services,5300,,,,,,,,,,,,,,,
2017,65 and older,male,Professional Services,3900,,,,,,,,,,,,,,,
2016,65 and older,male,Professional Services,3300,,,,,,,,,,,,,,,
2015,65 and older,male,Professional Services,3400,,,,,,,,,,,,,,,
2014,65 and older,male,Professional Services,3700,,,,,,,,,,,,,,,
2013,65 and older,male,Professional Services,2400,,,,,,,,,,,,,,,
2012,65 and older,male,Professional Services,1400,,,,,,,,,,,,,,,
2011,65 and older,male,Professional Services,1900,,,,,,,,,,,,,,,
2010,65 and older,male,Professional Services,1800,,,,,,,,,,,,,,,
2009,65 and older,male,Professional Services,1400,,,,,,,,,,,,,,,
2008,65 and older,male,Professional Services,1100,,,,,,,,,,,,,,,
2007,65 and older,male,Professional Services,1200,,,,,,,,,,,,,,,
2006,65 and older,male,Professional Services,1000,,,,,,,,,,,,,,,
2005,65 and older,male,Professional Services,900,,,,,,,,,,,,,,,
2004,65 and older,male,Professional Services,600,,,,,,,,,,,,,,,
2003,65 and older,male,Professional Services,300,,,,,,,,,,,,,,,
2002,65 and older,male,Professional Services,600,,,,,,,,,,,,,,,
2001,65 and older,male,Professional Services,300,,,,,,,,,,,,,,,
2000,65 and older,male,Professional Services,600,,,,,,,,,,,,,,,
2021,15-19,female,Administrative & Support Services,400,,,,,,,,,,,,,,,
2020,15-19,female,Administrative & Support Services,500,,,,,,,,,,,,,,,
2019,15-19,female,Administrative & Support Services,400,,,,,,,,,,,,,,,
2018,15-19,female,Administrative & Support Services,400,,,,,,,,,,,,,,,
2017,15-19,female,Administrative & Support Services,400,,,,,,,,,,,,,,,
2016,15-19,female,Administrative & Support Services,300,,,,,,,,,,,,,,,
2015,15-19,female,Administrative & Support Services,400,,,,,,,,,,,,,,,
2014,15-19,female,Administrative & Support Services,200,,,,,,,,,,,,,,,
2013,15-19,female,Administrative & Support Services,400,,,,,,,,,,,,,,,
2012,15-19,female,Administrative & Support Services,300,,,,,,,,,,,,,,,
2011,15-19,female,Administrative & Support Services,500,,,,,,,,,,,,,,,
2010,15-19,female,Administrative & Support Services,700,,,,,,,,,,,,,,,
2009,15-19,female,Administrative & Support Services,500,,,,,,,,,,,,,,,
2008,15-19,female,Administrative & Support Services,600,,,,,,,,,,,,,,,
2007,15-19,female,Administrative & Support Services,600,,,,,,,,,,,,,,,
2006,15-19,female,Administrative & Support Services,300,,,,,,,,,,,,,,,
2005,15-19,female,Administrative & Support Services,400,,,,,,,,,,,,,,,
2004,15-19,female,Administrative & Support Services,200,,,,,,,,,,,,,,,
2003,15-19,female,Administrative & Support Services,300,,,,,,,,,,,,,,,
2002,15-19,female,Administrative & Support Services,200,,,,,,,,,,,,,,,
2001,15-19,female,Administrative & Support Services,200,,,,,,,,,,,,,,,
2000,15-19,female,Administrative & Support Services,400,,,,,,,,,,,,,,,
2021,20-24,female,Administrative & Support Services,2300,,,,,,,,,,,,,,,
2020,20-24,female,Administrative & Support Services,1900,,,,,,,,,,,,,,,
2019,20-24,female,Administrative & Support Services,3600,,,,,,,,,,,,,,,
2018,20-24,female,Administrative & Support Services,1600,,,,,,,,,,,,,,,
2017,20-24,female,Administrative & Support Services,2500,,,,,,,,,,,,,,,
2016,20-24,female,Administrative & Support Services,2500,,,,,,,,,,,,,,,
2015,20-24,female,Administrative & Support Services,2600,,,,,,,,,,,,,,,
2014,20-24,female,Administrative & Support Services,2200,,,,,,,,,,,,,,,
2013,20-24,female,Administrative & Support Services,3300,,,,,,,,,,,,,,,
2012,20-24,female,Administrative & Support Services,2400,,,,,,,,,,,,,,,
2011,20-24,female,Administrative & Support Services,2900,,,,,,,,,,,,,,,
2010,20-24,female,Administrative & Support Services,3000,,,,,,,,,,,,,,,
2009,20-24,female,Administrative & Support Services,3300,,,,,,,,,,,,,,,
2008,20-24,female,Administrative & Support Services,2800,,,,,,,,,,,,,,,
2007,20-24,female,Administrative & Support Services,2800,,,,,,,,,,,,,,,
2006,20-24,female,Administrative & Support Services,3000,,,,,,,,,,,,,,,
2005,20-24,female,Administrative & Support Services,2300,,,,,,,,,,,,,,,
2004,20-24,female,Administrative & Support Services,1700,,,,,,,,,,,,,,,
2003,20-24,female,Administrative & Support Services,1700,,,,,,,,,,,,,,,
2002,20-24,female,Administrative & Support Services,1900,,,,,,,,,,,,,,,
2001,20-24,female,Administrative & Support Services,2200,,,,,,,,,,,,,,,
2000,20-24,female,Administrative & Support Services,2000,,,,,,,,,,,,,,,
2021,25-29,female,Administrative & Support Services,3700,,,,,,,,,,,,,,,
2020,25-29,female,Administrative & Support Services,4600,,,,,,,,,,,,,,,
2019,25-29,female,Administrative & Support Services,3500,,,,,,,,,,,,,,,
2018,25-29,female,Administrative & Support Services,4200,,,,,,,,,,,,,,,
2017,25-29,female,Administrative & Support Services,4000,,,,,,,,,,,,,,,
2016,25-29,female,Administrative & Support Services,4000,,,,,,,,,,,,,,,
2015,25-29,female,Administrative & Support Services,4100,,,,,,,,,,,,,,,
2014,25-29,female,Administrative & Support Services,3100,,,,,,,,,,,,,,,
2013,25-29,female,Administrative & Support Services,3400,,,,,,,,,,,,,,,
2012,25-29,female,Administrative & Support Services,3400,,,,,,,,,,,,,,,
2011,25-29,female,Administrative & Support Services,3200,,,,,,,,,,,,,,,
2010,25-29,female,Administrative & Support Services,3700,,,,,,,,,,,,,,,
2009,25-29,female,Administrative & Support Services,3700,,,,,,,,,,,,,,,
2008,25-29,female,Administrative & Support Services,3500,,,,,,,,,,,,,,,
2007,25-29,female,Administrative & Support Services,3500,,,,,,,,,,,,,,,
2006,25-29,female,Administrative & Support Services,2800,,,,,,,,,,,,,,,
2005,25-29,female,Administrative & Support Services,3100,,,,,,,,,,,,,,,
2004,25-29,female,Administrative & Support Services,3600,,,,,,,,,,,,,,,
2003,25-29,female,Administrative & Support Services,3300,,,,,,,,,,,,,,,
2002,25-29,female,Administrative & Support Services,3200,,,,,,,,,,,,,,,
2001,25-29,female,Administrative & Support Services,3100,,,,,,,,,,,,,,,
2000,25-29,female,Administrative & Support Services,3100,,,,,,,,,,,,,,,
2021,30-34,female,Administrative & Support Services,5300,,,,,,,,,,,,,,,
2020,30-34,female,Administrative & Support Services,4700,,,,,,,,,,,,,,,
2019,30-34,female,Administrative & Support Services,4200,,,,,,,,,,,,,,,
2018,30-34,female,Administrative & Support Services,3800,,,,,,,,,,,,,,,
2017,30-34,female,Administrative & Support Services,4000,,,,,,,,,,,,,,,
2016,30-34,female,Administrative & Support Services,4000,,,,,,,,,,,,,,,
2015,30-34,female,Administrative & Support Services,4100,,,,,,,,,,,,,,,
2014,30-34,female,Administrative & Support Services,3800,,,,,,,,,,,,,,,
2013,30-34,female,Administrative & Support Services,3900,,,,,,,,,,,,,,,
2012,30-34,female,Administrative & Support Services,4400,,,,,,,,,,,,,,,
2011,30-34,female,Administrative & Support Services,3800,,,,,,,,,,,,,,,
2010,30-34,female,Administrative & Support Services,3500,,,,,,,,,,,,,,,
2009,30-34,female,Administrative & Support Services,4500,,,,,,,,,,,,,,,
2008,30-34,female,Administrative & Support Services,4400,,,,,,,,,,,,,,,
2007,30-34,female,Administrative & Support Services,3900,,,,,,,,,,,,,,,
2006,30-34,female,Administrative & Support Services,3800,,,,,,,,,,,,,,,
2005,30-34,female,Administrative & Support Services,3700,,,,,,,,,,,,,,,
2004,30-34,female,Administrative & Support Services,3700,,,,,,,,,,,,,,,
2003,30-34,female,Administrative & Support Services,3300,,,,,,,,,,,,,,,
2002,30-34,female,Administrative & Support Services,3200,,,,,,,,,,,,,,,
2001,30-34,female,Administrative & Support Services,3200,,,,,,,,,,,,,,,
2000,30-34,female,Administrative & Support Services,2700,,,,,,,,,,,,,,,
2021,35-39,female,Administrative & Support Services,3400,,,,,,,,,,,,,,,
2020,35-39,female,Administrative & Support Services,3800,,,,,,,,,,,,,,,
2019,35-39,female,Administrative & Support Services,5100,,,,,,,,,,,,,,,
2018,35-39,female,Administrative & Support Services,4100,,,,,,,,,,,,,,,
2017,35-39,female,Administrative & Support Services,4300,,,,,,,,,,,,,,,
2016,35-39,female,Administrative & Support Services,4400,,,,,,,,,,,,,,,
2015,35-39,female,Administrative & Support Services,4600,,,,,,,,,,,,,,,
2014,35-39,female,Administrative & Support Services,4000,,,,,,,,,,,,,,,
2013,35-39,female,Administrative & Support Services,4100,,,,,,,,,,,,,,,
2012,35-39,female,Administrative & Support Services,4500,,,,,,,,,,,,,,,
2011,35-39,female,Administrative & Support Services,3800,,,,,,,,,,,,,,,
2010,35-39,female,Administrative & Support Services,4300,,,,,,,,,,,,,,,
2009,35-39,female,Administrative & Support Services,4100,,,,,,,,,,,,,,,
2008,35-39,female,Administrative & Support Services,3800,,,,,,,,,,,,,,,
2007,35-39,female,Administrative & Support Services,3900,,,,,,,,,,,,,,,
2006,35-39,female,Administrative & Support Services,3500,,,,,,,,,,,,,,,
2005,35-39,female,Administrative & Support Services,3600,,,,,,,,,,,,,,,
2004,35-39,female,Administrative & Support Services,2700,,,,,,,,,,,,,,,
2003,35-39,female,Administrative & Support Services,2700,,,,,,,,,,,,,,,
2002,35-39,female,Administrative & Support Services,3100,,,,,,,,,,,,,,,
2001,35-39,female,Administrative & Support Services,2200,,,,,,,,,,,,,,,
2000,35-39,female,Administrative & Support Services,2500,,,,,,,,,,,,,,,
2021,40-44,female,Administrative & Support Services,3900,,,,,,,,,,,,,,,
2020,40-44,female,Administrative & Support Services,4500,,,,,,,,,,,,,,,
2019,40-44,female,Administrative & Support Services,4700,,,,,,,,,,,,,,,
2018,40-44,female,Administrative & Support Services,5500,,,,,,,,,,,,,,,
2017,40-44,female,Administrative & Support Services,4400,,,,,,,,,,,,,,,
2016,40-44,female,Administrative & Support Services,4700,,,,,,,,,,,,,,,
2015,40-44,female,Administrative & Support Services,4500,,,,,,,,,,,,,,,
2014,40-44,female,Administrative & Support Services,3800,,,,,,,,,,,,,,,
2013,40-44,female,Administrative & Support Services,3500,,,,,,,,,,,,,,,
2012,40-44,female,Administrative & Support Services,3900,,,,,,,,,,,,,,,
2011,40-44,female,Administrative & Support Services,4500,,,,,,,,,,,,,,,
2010,40-44,female,Administrative & Support Services,4300,,,,,,,,,,,,,,,
2009,40-44,female,Administrative & Support Services,4800,,,,,,,,,,,,,,,
2008,40-44,female,Administrative & Support Services,4400,,,,,,,,,,,,,,,
2007,40-44,female,Administrative & Support Services,4200,,,,,,,,,,,,,,,
2006,40-44,female,Administrative & Support Services,3200,,,,,,,,,,,,,,,
2005,40-44,female,Administrative & Support Services,3300,,,,,,,,,,,,,,,
2004,40-44,female,Administrative & Support Services,2700,,,,,,,,,,,,,,,
